director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title,language,comb
Steve Box,Animation Comedy Family Mystery Sci-Fi,Mark Gatiss,Geraldine McEwan,Peter Sallis,the curse of the were-rabbit,English,Mark Gatiss Geraldine McEwan Peter Sallis Steve Box Animation Comedy Family Mystery Sci-Fi
Richard LaGravenese,Drama Romance,Gerard Butler,Harry Connick Jr.,Nellie McKay,p.s. i love you,English,Gerard Butler Harry Connick Jr. Nellie McKay Richard LaGravenese Drama Romance
Frederik Du Chau,Adventure Comedy Drama Family Sport,Bruce Greenwood,Frankie Muniz,M. Emmet Walsh,racing stripes,English,Bruce Greenwood Frankie Muniz M. Emmet Walsh Frederik Du Chau Adventure Comedy Drama Family Sport
Joe Wright,Drama Mystery Romance War,Benedict Cumberbatch,Alfie Allen,Brenda Blethyn,atonement,English,Benedict Cumberbatch Alfie Allen Brenda Blethyn Joe Wright Drama Mystery Romance War
Gary Winick,Comedy Drama Romance,Vanessa Redgrave,Marcia DeBonis,Luisa Ranieri,letters to juliet,English,Vanessa Redgrave Marcia DeBonis Luisa Ranieri Gary Winick Comedy Drama Romance
Ridley Scott,Action Crime Thriller,Stephen Root,Ken Takakura,Kate Capshaw,black rain,English,Stephen Root Ken Takakura Kate Capshaw Ridley Scott Action Crime Thriller
Bobby Farrelly,Comedy,Kate Upton,Larry David,Sean Hayes,the three stooges,English,Kate Upton Larry David Sean Hayes Bobby Farrelly Comedy
Tim Burton,Animation Drama Family Fantasy Musical Romance,Johnny Depp,Christopher Lee,Joanna Lumley,corpse bride,English,Johnny Depp Christopher Lee Joanna Lumley Tim Burton Animation Drama Family Fantasy Musical Romance
James Gartner,Biography Drama Sport,Mehcad Brooks,Austin Nichols,Derek Luke,glory road,English,Mehcad Brooks Austin Nichols Derek Luke James Gartner Biography Drama Sport
Denis Villeneuve,Action Crime Drama Mystery Thriller,Edgar Arreola,Bernardo Saracino,Daniel Kaluuya,sicario,English,Edgar Arreola Bernardo Saracino Daniel Kaluuya Denis Villeneuve Action Crime Drama Mystery Thriller
Antoine Fuqua,Drama Sport,Jake Gyllenhaal,50 Cent,Oona Laurence,southpaw,English,Jake Gyllenhaal 50 Cent Oona Laurence Antoine Fuqua Drama Sport
Sam Raimi,Horror Thriller,Bojana Novakovic,Alison Lohman,Reggie Lee,drag me to hell,English,Bojana Novakovic Alison Lohman Reggie Lee Sam Raimi Horror Thriller
Lee Toland Krieger,Drama Fantasy Romance,Harrison Ford,Michiel Huisman,Ellen Burstyn,the age of adaline,English,Harrison Ford Michiel Huisman Ellen Burstyn Lee Toland Krieger Drama Fantasy Romance
Tim McCanlies,Comedy Drama Family,Haley Joel Osment,Robert Duvall,Emmanuelle Vaugier,secondhand lions,English,Haley Joel Osment Robert Duvall Emmanuelle Vaugier Tim McCanlies Comedy Drama Family
Jon M. Chu,Drama Music Romance,Alyson Stoner,Stephen Boss,Facundo Lombard,step up 3d,English,Alyson Stoner Stephen Boss Facundo Lombard Jon M. Chu Drama Music Romance
John Stockwell,Drama Romance Sport,Faizon Love,Mika Boorem,Sanoe Lake,blue crush,English,Faizon Love Mika Boorem Sanoe Lake John Stockwell Drama Romance Sport
Marc Forster,Comedy Drama Fantasy Romance,Will Ferrell,Christian Stolte,Danny Rhodes,stranger than fiction,English,Will Ferrell Christian Stolte Danny Rhodes Marc Forster Comedy Drama Fantasy Romance
David Slade,Horror,Danny Huston,Mark Rendall,Megan Franich,30 days of night,English,Danny Huston Mark Rendall Megan Franich David Slade Horror
Drew Goddard,Fantasy Horror Mystery Thriller,Chris Hemsworth,Bradley Whitford,Kristen Connolly,the cabin in the woods,English,Chris Hemsworth Bradley Whitford Kristen Connolly Drew Goddard Fantasy Horror Mystery Thriller
Jason Friedberg,Comedy,Carmen Electra,Diedrich Bader,Method Man,meet the spartans,English,Carmen Electra Diedrich Bader Method Man Jason Friedberg Comedy
Martin Brest,Action Comedy Crime Thriller,Robert De Niro,Yaphet Kotto,Philip Baker Hall,midnight run,English,Robert De Niro Yaphet Kotto Philip Baker Hall Martin Brest Action Comedy Crime Thriller
Paul Michael Glaser,Action Crime Sci-Fi Thriller,Yaphet Kotto,Maria Conchita Alonso,Richard Dawson,the running man,English,Yaphet Kotto Maria Conchita Alonso Richard Dawson Paul Michael Glaser Action Crime Sci-Fi Thriller
Frank Oz,Comedy Horror Musical Sci-Fi,Bill Murray,Jim Belushi,Tisha Campbell-Martin,little shop of horrors,English,Bill Murray Jim Belushi Tisha Campbell-Martin Frank Oz Comedy Horror Musical Sci-Fi
Joe Wright,Action Drama Thriller,Jessica Barden,Vicky Krieps,John Macmillan,hanna,English,Jessica Barden Vicky Krieps John Macmillan Joe Wright Action Drama Thriller
unknown,Drama Mystery,Zach Gilford,Joan Allen,Liam James,the family            ,English,Zach Gilford Joan Allen Liam James unknown Drama Mystery
John R. Leonetti,Action Adventure Fantasy Sci-Fi Thriller,Brian Thompson,Talisa Soto,Robin Shou,mortal kombat: annihilation,English,Brian Thompson Talisa Soto Robin Shou John R. Leonetti Action Adventure Fantasy Sci-Fi Thriller
Tom Hanks,Comedy Drama Romance,Tom Hanks,Rob Riggle,Randall Park,larry crowne,English,Tom Hanks Rob Riggle Randall Park Tom Hanks Comedy Drama Romance
Liz Friedlander,Drama Music,Alfre Woodard,Yaya DaCosta,Jasika Nicole,take the lead,English,Alfre Woodard Yaya DaCosta Jasika Nicole Liz Friedlander Drama Music
unknown,Comedy Drama,Debi Mazar,Kevin Connolly,Kevin Dillon,entourage            ,English,Debi Mazar Kevin Connolly Kevin Dillon unknown Comedy Drama
Phil Joanou,Crime Drama Sport,Dwayne Johnson,Jurnee Smollett-Bell,Kevin Dunn,gridiron gang,English,Dwayne Johnson Jurnee Smollett-Bell Kevin Dunn Phil Joanou Crime Drama Sport
Sam Weisman,Comedy Crime,Bernie Mac,Larry Miller,Richard Schiff,what's the worst that could happen?,English,Bernie Mac Larry Miller Richard Schiff Sam Weisman Comedy Crime
Shane Acker,Action Adventure Animation Drama Mystery Sci-Fi Thriller,Martin Landau,Alan Oppenheimer,Tom Kane,9,English,Martin Landau Alan Oppenheimer Tom Kane Shane Acker Action Adventure Animation Drama Mystery Sci-Fi Thriller
Martha Coolidge,Comedy Family Romance,Devin Ratray,Miranda Richardson,Luke Mably,the prince and me,English,Devin Ratray Miranda Richardson Luke Mably Martha Coolidge Comedy Family Romance
Stephen J. Anderson,Adventure Animation Comedy Family Musical,Craig Ferguson,Robert Lopez,Huell Howser,winnie the pooh,English,Craig Ferguson Robert Lopez Huell Howser Stephen J. Anderson Adventure Animation Comedy Family Musical
Troy Miller,Comedy,Elden Henson,Mimi Rogers,Cheri Oteri,dumb and dumberer: when harry met lloyd,English,Elden Henson Mimi Rogers Cheri Oteri Troy Miller Comedy
Warren Beatty,Comedy Drama Romance,Warren Beatty,Kirk Baltz,Graham Beckel,bulworth,English,Warren Beatty Kirk Baltz Graham Beckel Warren Beatty Comedy Drama Romance
Tate Taylor,Biography Drama Music,Tika Sumpter,Josh Hopkins,Aunjanue Ellis,get on up,English,Tika Sumpter Josh Hopkins Aunjanue Ellis Tate Taylor Biography Drama Music
Carl Franklin,Drama,Meryl Streep,William Hurt,Tom Everett Scott,one true thing,English,Meryl Streep William Hurt Tom Everett Scott Carl Franklin Drama
Brett Leonard,Action Crime Sci-Fi Thriller,Denzel Washington,Costas Mandylor,Traci Lords,virtuosity,English,Denzel Washington Costas Mandylor Traci Lords Brett Leonard Action Crime Sci-Fi Thriller
Ivan Reitman,Comedy Romance Sci-Fi,Rainn Wilson,Eddie Izzard,Wanda Sykes,my super ex-girlfriend,English,Rainn Wilson Eddie Izzard Wanda Sykes Ivan Reitman Comedy Romance Sci-Fi
Scott Derrickson,Horror Mystery Thriller,Olivia Munn,Dorian Missick,Edgar Ramírez,deliver us from evil,English,Olivia Munn Dorian Missick Edgar Ramírez Scott Derrickson Horror Mystery Thriller
Alister Grierson,Adventure Drama Thriller,Ioan Gruffudd,Rhys Wakefield,Richard Roxburgh,sanctum,English,Ioan Gruffudd Rhys Wakefield Richard Roxburgh Alister Grierson Adventure Drama Thriller
Nick Hurran,Comedy Drama Romance,Holly Hunter,Kevin Sussman,Dave Annable,little black book,English,Holly Hunter Kevin Sussman Dave Annable Nick Hurran Comedy Drama Romance
Nicholas Stoller,Comedy Romance,Alison Brie,Jacki Weaver,David Paymer,the five-year engagement,English,Alison Brie Jacki Weaver David Paymer Nicholas Stoller Comedy Romance
Charles Stone III,Comedy Drama Romance Sport,Bernie Mac,Chris Noth,Paul Sorvino,mr 3000,English,Bernie Mac Chris Noth Paul Sorvino Charles Stone III Comedy Drama Romance Sport
Paul Haggis,Crime Drama Romance Thriller,Olivia Wilde,Daniel Stern,Aisha Hinds,the next three days,English,Olivia Wilde Daniel Stern Aisha Hinds Paul Haggis Crime Drama Romance Thriller
Kurt Wimmer,Action Horror Sci-Fi Thriller,Milla Jovovich,Cameron Bright,Nick Chinlund,ultraviolet,English,Milla Jovovich Cameron Bright Nick Chinlund Kurt Wimmer Action Horror Sci-Fi Thriller
Jean-François Richet,Action Crime Drama Thriller,Brian Dennehy,Drea de Matteo,Hugh Dillon,assault on precinct 13,English,Brian Dennehy Drea de Matteo Hugh Dillon Jean-François Richet Action Crime Drama Thriller
Antoine Fuqua,Action Crime Thriller,Mira Sorvino,Clifton Collins Jr.,Patrick Kilpatrick,the replacement killers,English,Mira Sorvino Clifton Collins Jr. Patrick Kilpatrick Antoine Fuqua Action Crime Thriller
Kevin Hooks,Action Adventure Crime Drama Romance,Salma Hayek,Stephen Baldwin,Will Patton,fled,English,Salma Hayek Stephen Baldwin Will Patton Kevin Hooks Action Adventure Crime Drama Romance
Ellory Elkayem,Action Comedy Horror,Scarlett Johansson,Doug E. Doug,Riley Smith,eight legged freaks,English,Scarlett Johansson Doug E. Doug Riley Smith Ellory Elkayem Action Comedy Horror
Edward Zwick,Comedy Drama Romance,Jake Gyllenhaal,Anne Hathaway,Judy Greer,love & other drugs,English,Jake Gyllenhaal Anne Hathaway Judy Greer Edward Zwick Comedy Drama Romance
Jon Avnet,Crime Drama Mystery Thriller,Al Pacino,Alicia Witt,Deborah Kara Unger,88 minutes,English,Al Pacino Alicia Witt Deborah Kara Unger Jon Avnet Crime Drama Mystery Thriller
Niki Caro,Drama,Jeremy Renner,Charlize Theron,Sissy Spacek,north country,English,Jeremy Renner Charlize Theron Sissy Spacek Niki Caro Drama
Howard Deutch,Comedy Crime Thriller,Bruce Willis,Matthew Perry,Natasha Henstridge,the whole ten yards,English,Bruce Willis Matthew Perry Natasha Henstridge Howard Deutch Comedy Crime Thriller
Vincenzo Natali,Drama Horror Sci-Fi,Sarah Polley,David Hewlett,Delphine Chanéac,splice,English,Sarah Polley David Hewlett Delphine Chanéac Vincenzo Natali Drama Horror Sci-Fi
Willard Huyck,Action Adventure Comedy Romance Sci-Fi,Lea Thompson,Jeffrey Jones,Jordan Prentice,howard the duck,English,Lea Thompson Jeffrey Jones Jordan Prentice Willard Huyck Action Adventure Comedy Romance Sci-Fi
Gavin O'Connor,Crime Drama Thriller,Jennifer Ehle,Rick Gonzalez,Frank Grillo,pride and glory,English,Jennifer Ehle Rick Gonzalez Frank Grillo Gavin O'Connor Crime Drama Thriller
Bruce Hunt,Adventure Horror Thriller,Eddie Cibrian,Cole Hauser,Marcel Iures,the cave,English,Eddie Cibrian Cole Hauser Marcel Iures Bruce Hunt Adventure Horror Thriller
Rob Reiner,Comedy Romance,David Paymer,Lobo Sebastian,Robert Costanzo,alex & emma,English,David Paymer Lobo Sebastian Robert Costanzo Rob Reiner Comedy Romance
Craig Gillespie,Comedy Horror,Grace Phipps,Reid Ewing,Sandra Vergara,fright night,English,Grace Phipps Reid Ewing Sandra Vergara Craig Gillespie Comedy Horror
Terrence Malick,Biography Drama History Romance,Christian Bale,Michael Greyeyes,Wes Studi,the new world,English,Christian Bale Michael Greyeyes Wes Studi Terrence Malick Biography Drama History Romance
Chris Roberts,Action Adventure Sci-Fi,Saffron Burrows,David Suchet,Jürgen Prochnow,wing commander,English,Saffron Burrows David Suchet Jürgen Prochnow Chris Roberts Action Adventure Sci-Fi
Neil Jordan,Drama Fantasy Thriller,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,in dreams,English,Robert Downey Jr. Aidan Quinn Paul Guilfoyle Neil Jordan Drama Fantasy Thriller
James Wong,Action Adventure Fantasy Sci-Fi Thriller,Ian Whyte,Texas Battle,Randall Duk Kim,dragonball: evolution,English,Ian Whyte Texas Battle Randall Duk Kim James Wong Action Adventure Fantasy Sci-Fi Thriller
Jee-woon Kim,Action Crime Thriller,Zach Gilford,James Burnett,Christiana Leucas,the last stand,English,Zach Gilford James Burnett Christiana Leucas Jee-woon Kim Action Crime Thriller
Nick Hamm,Drama Horror Sci-Fi Thriller,Robert De Niro,Cameron Bright,Munro Chambers,godsend,English,Robert De Niro Cameron Bright Munro Chambers Nick Hamm Drama Horror Sci-Fi Thriller
Mike Disa,Animation Comedy Family,Amy Poehler,Phil LaMarr,Cheech Marin,hoodwinked too! hood vs. evil,English,Amy Poehler Phil LaMarr Cheech Marin Mike Disa Animation Comedy Family
Lasse Hallström,Drama,Morgan Freeman,Camryn Manheim,Lynda Boyd,an unfinished life,English,Morgan Freeman Camryn Manheim Lynda Boyd Lasse Hallström Drama
Terry Gilliam,Adventure Fantasy Mystery,Andrew Garfield,Lily Cole,Verne Troyer,the imaginarium of doctor parnassus,English,Andrew Garfield Lily Cole Verne Troyer Terry Gilliam Adventure Fantasy Mystery
Richard J. Lewis,Comedy Drama,Mark Addy,Atom Egoyan,Paul Gross,barney's version,English,Mark Addy Atom Egoyan Paul Gross Richard J. Lewis Comedy Drama
unknown,Crime Drama Thriller,Ólafur Darri Ólafsson,Ingvar Eggert Sigurðsson,Björn Hlynur Haraldsson,trapped            ,Icelandic,Ólafur Darri Ólafsson Ingvar Eggert Sigurðsson Björn Hlynur Haraldsson unknown Crime Drama Thriller
Brad Furman,Crime Thriller,Justin Timberlake,John Heard,David Costabile,runner runner,English,Justin Timberlake John Heard David Costabile Brad Furman Crime Thriller
Peter Howitt,Action Crime Drama Thriller,Tyler Labine,Richard Roundtree,Ned Bellamy,antitrust,English,Tyler Labine Richard Roundtree Ned Bellamy Peter Howitt Action Crime Drama Thriller
Sergio Leone,Crime Drama,Robert De Niro,Burt Young,Treat Williams,once upon a time in america,English,Robert De Niro Burt Young Treat Williams Sergio Leone Crime Drama
Niels Arden Oplev,Action Crime Drama Thriller,Dominic Cooper,Isabelle Huppert,James Biberi,dead man down,English,Dominic Cooper Isabelle Huppert James Biberi Niels Arden Oplev Action Crime Drama Thriller
Michael Radford,Drama Romance,Al Pacino,Mackenzie Crook,Kris Marshall,the merchant of venice,English,Al Pacino Mackenzie Crook Kris Marshall Michael Radford Drama Romance
Neil Jordan,Action Crime Drama Romance Thriller,Emir Kusturica,Saïd Taghmaoui,Tchéky Karyo,the good thief,English,Emir Kusturica Saïd Taghmaoui Tchéky Karyo Neil Jordan Action Crime Drama Romance Thriller
Steve Boyum,Action Drama Romance Sport,Channing Tatum,Mike Vogel,Steve Howey,supercross,English,Channing Tatum Mike Vogel Steve Howey Steve Boyum Action Drama Romance Sport
Chris Noonan,Biography Drama Romance,Emily Watson,Bill Paterson,Lucy Boynton,miss potter,English,Emily Watson Bill Paterson Lucy Boynton Chris Noonan Biography Drama Romance
Corey Yuen,Action Adventure,Steve Howey,Holly Valance,Sarah Carter,doa: dead or alive,English,Steve Howey Holly Valance Sarah Carter Corey Yuen Action Adventure
Andrew Dominik,Biography Crime Drama History Western,Brad Pitt,Jeremy Renner,Sam Shepard,the assassination of jesse james by the coward robert ford,English,Brad Pitt Jeremy Renner Sam Shepard Andrew Dominik Biography Crime Drama History Western
Li Zhang,Action Adventure Drama History War,Bingbing Li,Joan Chen,Jaycee Chan,1911,Mandarin,Bingbing Li Joan Chen Jaycee Chan Li Zhang Action Adventure Drama History War
Laurent Tirard,Comedy Family,Louise Bourgoin,Sandrine Kiberlain,Kad Merad,little nicholas,French,Louise Bourgoin Sandrine Kiberlain Kad Merad Laurent Tirard Comedy Family
Simon West,Action Crime Drama Thriller,Jason Statham,Michael Angarano,Jason Alexander,wild card,English,Jason Statham Michael Angarano Jason Alexander Simon West Action Crime Drama Thriller
Marc Forster,Action Biography Crime Drama,Gerard Butler,Madeline Carroll,Kathy Baker,machine gun preacher,English,Gerard Butler Madeline Carroll Kathy Baker Marc Forster Action Biography Crime Drama
Reinhard Klooss,Animation Comedy Family,Jim Broadbent,Vanessa Redgrave,James Corden,animals united,German,Jim Broadbent Vanessa Redgrave James Corden Reinhard Klooss Animation Comedy Family
Bille August,Biography Drama History,Terry Pheto,Patrick Lyster,Tyrone Keogh,the color of freedom,English,Terry Pheto Patrick Lyster Tyrone Keogh Bille August Biography Drama History
Frédéric Auburtin,Drama History Sport,Fisher Stevens,Thomas Kretschmann,Jemima West,united passions,English,Fisher Stevens Thomas Kretschmann Jemima West Frédéric Auburtin Drama History Sport
Olivier Dahan,Biography Drama Romance,Paz Vega,Frank Langella,Derek Jacobi,grace of monaco,English,Paz Vega Frank Langella Derek Jacobi Olivier Dahan Biography Drama Romance
Maksim Fadeev,Adventure Animation Fantasy,Konstantin Khabenskiy,Fedor Bondarchuk,Sergey Garmash,a warrior's tail,Russian,Konstantin Khabenskiy Fedor Bondarchuk Sergey Garmash Maksim Fadeev Adventure Animation Fantasy
Liliana Cavani,Crime Drama Mystery Thriller,Ray Winstone,Dougray Scott,Chiara Caselli,ripley's game,English,Ray Winstone Dougray Scott Chiara Caselli Liliana Cavani Crime Drama Mystery Thriller
Greg Tiernan,Adventure Animation Comedy Fantasy,James Franco,Salma Hayek,Anders Holm,sausage party,English,James Franco Salma Hayek Anders Holm Greg Tiernan Adventure Animation Comedy Fantasy
Elizabeth Banks,Comedy Music,Anna Kendrick,Birgitte Hjort Sørensen,Hana Mae Lee,pitch perfect 2,English,Anna Kendrick Birgitte Hjort Sørensen Hana Mae Lee Elizabeth Banks Comedy Music
James Mangold,Biography Drama Music Romance,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,walk the line,English,Sandra Ellis Lafferty Dallas Roberts Tyler Hilton James Mangold Biography Drama Music Romance
unknown,Adventure Drama Mystery Sci-Fi Thriller,Amanda Schull,Kirk Acevedo,Tom Noonan,12 monkeys            ,English,Amanda Schull Kirk Acevedo Tom Noonan unknown Adventure Drama Mystery Sci-Fi Thriller
Edward Norton,Comedy Drama Romance,Lisa Edelstein,Milos Forman,Anne Bancroft,keeping the faith,English,Lisa Edelstein Milos Forman Anne Bancroft Edward Norton Comedy Drama Romance
Peter Hewitt,Adventure Comedy Family Fantasy,Jim Broadbent,Bradley Pierce,Mark Williams,the borrowers,English,Jim Broadbent Bradley Pierce Mark Williams Peter Hewitt Adventure Comedy Family Fantasy
Ron Howard,Drama,Toby Jones,Clint Howard,Oliver Platt,frost/nixon,English,Toby Jones Clint Howard Oliver Platt Ron Howard Drama
George Clooney,Biography Comedy Crime Drama Romance Thriller,Dick Clark,David Julian Hirsh,Jennifer Hall,confessions of a dangerous mind,English,Dick Clark David Julian Hirsh Jennifer Hall George Clooney Biography Comedy Crime Drama Romance Thriller
Reginald Hudlin,Comedy Romance,Matthew Perry,Jerry Stiller,Vincent Pastore,serving sara,English,Matthew Perry Jerry Stiller Vincent Pastore Reginald Hudlin Comedy Romance
